Student_ID,Age,Gender,Hours_Studied,Attendance,Sleep_Hours,Stress_Level,Screen_Time,Previous_GPA,Part_Time_Job,Study_Method,Diet_Quality,Internet_Quality,Extracurricular,Tutoring_Sessions_Per_Week,Family_Income_Level,Exam_Anxiety_Score,Grade
0.0,0.0,0.0,0.8019607843137253,0.5680345572354211,0.5573770491803278,0.14444444444444443,0.36000000000000004,0.5974025974025974,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.09876543209876544,0.0
0.00013502565487442613,0.7142857142857144,0.5,0.39705882352941174,0.33477321814254846,0.6557377049180328,0.28888888888888886,0.0,0.41991341991342,1.0,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.0,0.0
0.00027005130974885227,0.8571428571428572,0.0,0.49509803921568624,0.44276457883369336,0.459016393442623,0.17777777777777776,0.56,0.6839826839826839,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.3950617283950618,0.0
0.00040507696462327837,0.5714285714285716,0.5,0.33333333333333326,0.8012958963282937,0.5737704918032789,0.6666666666666665,0.3466666666666667,0.48917748917748916,1.0,0.5,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.4320987654320988,0.25
0.0005401026194977045,0.7142857142857144,0.0,0.488235294117647,0.6263498920086392,0.42622950819672134,0.8999999999999999,0.43999999999999995,0.6363636363636365,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0493827160493827,0.0
0.0006751282743721307,0.0,0.5,0.488235294117647,0.5442764578833694,0.180327868852459,0.7555555555555555,0.33333333333333337,0.5324675324675325,0.0,1.0,0.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.3950617283950618,0.5
0.0008101539292465567,0.2857142857142856,0.5,0.14411764705882352,0.5118790496760259,0.34426229508196726,0.5777777777777777,0.56,0.1688311688311689,0.0,0.5,0.0,0.0,1.0,0.0,1.0,0.7530864197530864,0.75
0.0009451795841209829,0.5714285714285716,0.0,0.688235294117647,0.9049676025917925,0.459016393442623,0.2222222222222222,0.2933333333333334,0.6883116883116882,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.0,0.3703703703703704,0.0
0.001080205238995409,0.2857142857142856,0.0,0.6058823529411764,0.39308855291576683,0.4098360655737705,0.39999999999999997,0.6,0.15584415584415579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.40740740740740744,0.25
0.0012152308938698352,0.5714285714285716,0.0,0.36568627450980384,0.468682505399568,0.459016393442623,0.3777777777777778,0.52,0.5887445887445886,0.0,1.0,0.0,0.0,1.0,0.6666666666666666,1.0,0.6790123456790124,0.25
